abbreviation,reference,section
Schaberg 2017,"Schaberg, David 2017, 'Chapter 12: Classics (Jing 經),' in Denecke, Wiebke, Wai-Yee Li, and Xiaofei Tian (eds), The Oxford Handbook of Classical Chinese Literature (1000 BCE-900CE), New York: Oxford University Press.",
